telefone;objetivo_profissional;email;codigo_profissional;nome;data_nascimento;sexo;pcd;endereco;titulo_profissional;area_atuacao;conhecimentos_tecnicos;certificacoes;outras_certificacoes;nivel_profissional;qualificacoes;experiencias;nivel_academico;nivel_ingles;nivel_espanhol;outro_idioma;cursos;atuacao
(11) 93265-8509;projetos;sr._benjamim_sá@gmail.com;46379;Sr. Benjamim Sá;0000-00-00;;;sao paulo;projetos;;;;;;;;;;;-;;
(11) 92965-6487;consultor sap bw;henrique_cunha@hotmail.com;46380;Henrique Cunha;0000-00-00;;;sao paulo;consultor sap bw;;;;;;;;;;;-;;
(11) 94530-5744;analista financeiro;melissa_viana@hotmail.com;46381;Melissa Viana;0000-00-00;;;sao paulo;analista financeiro;;;;;;;;;;;-;;
(11) 97731-9228;analista financeiro;vitória_pereira@hotmail.com;46382;Vitória Pereira;0000-00-00;;;sao paulo;analista financeiro;;;;;;;;;;;-;;
(11) 95660-7443;analista financeiro;kevin_nogueira@gmail.com;46383;Kevin Nogueira;0000-00-00;;;sao paulo;analista financeiro;;;;;;;;;;;-;;
(11) 93834-4517;analista financeiro;dom_monteiro@gmail.com;46384;Dom Monteiro;26-06-1992;Feminino;nao;sao paulo;analista financeiro;financeira controladoria;;;;;;;ensino superior completo;basico;nenhum;-;gestao financeira;financeira controladoria
(11) 98938-7925;b2b commerce;sabrina_rezende@gmail.com;46385;Sabrina Rezende;0000-00-00;;;sao paulo;b2b commerce;;;;;;;;;;;-;;
(71) 94204-8463;consultor sap bw;beatriz_vieira@hotmail.com;46386;Beatriz Vieira;0000-00-00;;;bahia;consultor sap bw;;;;;;;;;;;-;;
(11) 95683-2597;gerente de projetos sap;pietra_vargas@hotmail.com;46387;Pietra Vargas;0000-00-00;;;sao paulo;gerente de projetos sap;;;;;;;;;;;-;;
(11) 96968-3753;consultor senior sap bw;ágatha_gomes@gmail.com;46388;Ágatha Gomes;0000-00-00;;;sao paulo;consultor senior sap bw;;;;;;;;;;;-;;
(11) 96600-6488;fiscal;allana_vasconcelos@hotmail.com;46389;Allana Vasconcelos;0000-00-00;;;sao paulo;fiscal;;;;;;;;;;;-;;
(11) 95317-7619;consultant sap fscm;lorenzo_castro@hotmail.com;46390;Lorenzo Castro;0000-00-00;;;sao paulo;consultant sap fscm;;;;;;;;;;;-;;
(11) 92712-1836;sap co;sra._maria_julia_pinto@hotmail.com;46391;Sra. Maria Julia Pinto;0000-00-00;;;sao paulo;sap co;;;;;;;;;;;-;;
(11) 93358-1664;analista financeiro;andré_fogaça@hotmail.com;46392;André Fogaça;05-01-1985;Masculino;nao;sao paulo;analista financeiro;financeira controladoria;;;;;;;ensino superior completo;basico;basico;-;gestao financeira;financeira controladoria
(41) 98319-6397;mulesoft;valentina_jesus@hotmail.com;46393;Valentina Jesus;0000-00-00;;;parana;mulesoft;;;;;;;;;;;-;;
(11) 93811-7881;gerente de projetos;sra._maria_júlia_da_mota@gmail.com;46394;Sra. Maria Júlia da Mota;0000-00-00;;;sao paulo;gerente de projetos;;;;;;;;;;;-;;
(11) 91153-3122;financeiro;vitória_sampaio@hotmail.com;46395;Vitória Sampaio;0000-00-00;;;sao paulo;financeiro;;;;;;;;;;;-;;
(32) 98496-1415;sap mm;maria_eduarda_rezende@gmail.com;46396;Maria Eduarda Rezende;0000-00-00;;;minas gerais;sap mm;;;;;;;;;;;-;;
(21) 99018-9029;consultor mm com debbug abap;maria_liz_azevedo@gmail.com;46397;Maria Liz Azevedo;0000-00-00;;;rio de janeiro;consultor mm com debbug abap;;;;;;;;;;;-;;
(11) 99819-2379;lider de equipe;gustavo_henrique_nunes@hotmail.com;46398;Gustavo Henrique Nunes;26-03-1981;Masculino;nao;sao paulo;lider de equipe;administrativa;;;;;;;ensino superior completo;basico;basico;-;logistica;administrativa
(11) 91869-7794;bi;caio_pinto@gmail.com;46399;Caio Pinto;0000-00-00;;;sao paulo;bi;;;;;;;;;;;-;;
(11) 92412-5986;bi;aurora_almeida@gmail.com;46400;Aurora Almeida;0000-00-00;;;sao paulo;bi;;;;;;;;;;;-;;
(11) 96946-1280;analista de network;valentim_silveira@gmail.com;46401;Valentim Silveira;0000-00-00;;;sao paulo;analista de network;;;;;;;;;;;-;;
(19) 96511-1718;comprador senior;andré_vargas@gmail.com;46402;André Vargas;06-10-1990;Masculino;nao;sao paulo;comprador senior;comercial;;;;;;;pos graduacao completo;intermediario;basico;-;gestao empresarial;comercial
(11) 92361-9211;bi;joão_miguel_macedo@gmail.com;46403;João Miguel Macedo;0000-00-00;;;sao paulo;bi;;;;;;;;;;;-;;
(17) 94937-8650;scrum master jr;matheus_fogaça@gmail.com;46404;Matheus Fogaça;23-02-1997;Masculino;;sao paulo;scrum master jr;projetos;;;"Profissional Scrum Master I; Azure Fundamental az-900";;;;ensino superior completo;avancado;basico;Português - Fluente;engenharia da computacao;projetos
(11) 94655-3597;sap mm;sr._asafe_monteiro@hotmail.com;46405;Sr. Asafe Monteiro;0000-00-00;;;sao paulo;sap mm;;;;;;;;;;;-;;
;consultor sap abap;maria_luísa_da_luz@hotmail.com;46406;Maria Luísa da Luz;0000-00-00;;;sao paulo;consultor sap abap;;;;;;;;;;;-;;
(11) 96416-6675;consultor sap solmam;sra._ágatha_pereira@gmail.com;46407;Sra. Ágatha Pereira;0000-00-00;;;sao paulo;consultor sap solmam;;;;;;;;;;;-;;
(11) 95258-7601;analista financeiro pleno;camila_siqueira@gmail.com;46408;Camila Siqueira;19-08-1979;Masculino;nao;sao paulo;analista financeiro pleno;financeira controladoria;;;;;;;ensino superior completo;basico;basico;Português - Fluente;engenharia mecatronica;financeira controladoria
(61) 95224-4374;vmware com ingles;srta._isadora_pacheco@gmail.com;46409;Srta. Isadora Pacheco;0000-00-00;;;distrito federal;vmware com ingles;;;;;;;;;;;-;;
(12) 99749-6783;sap mm;eduarda_costa@gmail.com;46410;Eduarda Costa;0000-00-00;;;sao paulo;sap mm;;;;;;;;;;;-;;
(12) 96673-3052;gerente de projetos;isaac_guerra@gmail.com;46411;Isaac Guerra;05-03-1962;Masculino;nao;sao paulo;gerente de projetos;projetos;;;;;;;ensino superior completo;fluente;basico;-;administracao de empresas;projetos
(11) 99233-2174;gp pmo;arthur_gabriel_azevedo@hotmail.com;46412;Arthur Gabriel Azevedo;22-01-1972;Masculino;nao;sao paulo;gp pmo;governanca projetos sap seguranca informacao sistemas ferramentas;;;;;;;pos graduacao completo;intermediario;intermediario;Italiano - Avançado;gestao de projetos;governanca projetos sap seguranca informacao sistemas ferramentas
(11) 95029-2070;pmo;apollo_martins@gmail.com;46413;Apollo Martins;30-11-1970;Masculino;nao;sao paulo;pmo;projetos;;;;;;;pos graduacao completo;avancado;fluente;-;processamento de dados;projetos
(61) 91411-6043;vmware com ingles;alexia_câmara@hotmail.com;46414;Alexia Câmara;0000-00-00;;;distrito federal;vmware com ingles;;;;;;;;;;;-;;
(11) 92292-3507;vmware com ingles;srta._ana_costa@gmail.com;46415;Srta. Ana Costa;0000-00-00;;;sao paulo;vmware com ingles;;;;;;;;;;;-;;
(11) 94731-4252;pmo;joão_pedro_abreu@hotmail.com;46416;João Pedro Abreu;0000-00-00;;;sao paulo;pmo;;;;;;;;;;;-;;
(11) 91269-2713;consultor sap sd;srta._allana_marques@hotmail.com;46417;Srta. Allana Marques;0000-00-00;;;sao paulo;consultor sap sd;;;;;;;;;;;-;;
(11) 97831-4940;consultor sap bw;srta._olívia_gomes@hotmail.com;46418;Srta. Olívia Gomes;0000-00-00;;;sao paulo;consultor sap bw;;;;;;;;;;;-;;
(61) 92762-5123;vmware com ingles;ravi_lucca_leão@gmail.com;46419;Ravi Lucca Leão;0000-00-00;;;distrito federal;vmware com ingles;;;;;;;;;;;-;;
(11) 93581-9269;corretora de imoveis;yuri_albuquerque@gmail.com;46420;Yuri Albuquerque;31-03-1984;Feminino;nao;sao paulo;corretora de imoveis;comercial;;;;;;;ensino superior incompleto;intermediario;basico;-;;comercial
(21) 97277-6451;especialista iam cloud;lorenzo_camargo@gmail.com;46421;Lorenzo Camargo;24-05-1991;Masculino;nao;sao paulo;especialista iam cloud;arquitetura banco dados governanca infraestrutura processos negocios seguranca informacao;;;;;;;pos graduacao cursando;intermediario;fluente;-;ciencia da computacao;arquitetura banco dados governanca infraestrutura processos negocios seguranca informacao
(11) 94471-3593;gp;dr._matteo_da_conceição@hotmail.com;46422;Dr. Matteo da Conceição;0000-00-00;;;sao paulo;gp;;;;;;;;;;;-;;
(21) 98920-2977;analista de contas medicas enferme;felipe_da_rocha@hotmail.com;46423;Felipe da Rocha;21-02-1986;Feminino;nao;rio de janeiro;analista de contas medicas enferme;administrativa;;;;;;;pos graduacao cursando;nenhum;nenhum;Português - Fluente;;administrativa
(11) 91450-8780;consultor sap mm;agatha_garcia@hotmail.com;46424;Agatha Garcia;0000-00-00;;;sao paulo;consultor sap mm;;;;;;;;;;;-;;
(11) 97072-3095;analista de processos;dr._daniel_cassiano@hotmail.com;46425;Dr. Daniel Cassiano;28-05-1980;Masculino;nao;sao paulo;analista de processos;processos negocios;;;;;;;ensino superior completo;intermediario;;-;sistemas de informacao;processos negocios
(92) 98525-1306;analista de processos;srta._caroline_freitas@hotmail.com;46426;Srta. Caroline Freitas;17-12-1990;Masculino;nao;sao paulo;analista de processos;processos negocios;;;;;;;ensino superior cursando;basico;;-;analise e desenvolvimento de sistemas;processos negocios
(11) 95818-9661;analista de processos;joão_pedro_da_rosa@hotmail.com;46427;João Pedro da Rosa;0000-00-00;;;sao paulo;analista de processos;;;;;;;;;;;-;;
(11) 93119-5360;sap fi;maria_laura_dias@gmail.com;46428;Maria Laura Dias;0000-00-00;;;sao paulo;sap fi;;;;;;;;;;;-;;
(11) 96954-3600;analista financeiro e administrativ;sr._antony_cassiano@gmail.com;46429;Sr. Antony Cassiano;19-09-1983;Feminino;nao;sao paulo;analista financeiro e administrativ;financeira controladoria;;;;;;;pos graduacao completo;basico;basico;-;financascontroladoria;financeira controladoria
(11) 91918-4454;analista de compras;cecilia_santos@gmail.com;46430;Cecilia Santos;08-01-1988;Feminino;nao;sao paulo;analista de compras;administrativa;;;;;;;pos graduacao cursando;basico;nenhum;-;marketing;administrativa
(11) 95771-3872;sap fi;camila_gonçalves@hotmail.com;46431;Camila Gonçalves;0000-00-00;;;sao paulo;sap fi;;;;;;;;;;;-;;
(21) 94903-9886;sap pp ds;raul_moreira@gmail.com;46432;Raul Moreira;0000-00-00;;;rio de janeiro;sap pp ds;;;;;;;;;;;-;;
(11) 92220-5934;comprador senior;benício_farias@gmail.com;46433;Benício Farias;0000-00-00;;;sao paulo;comprador senior;;;;;;;;;;;-;;
(11) 91268-7846;sap sd;aylla_fernandes@hotmail.com;46434;Aylla Fernandes;0000-00-00;;;sao paulo;sap sd;;;;;;;;;;;-;;
(61) 92427-3819;vmware com ingles;sr._nicolas_montenegro@gmail.com;46435;Sr. Nicolas Montenegro;0000-00-00;;;distrito federal;vmware com ingles;;;;;;;;;;;-;;
(11) 99566-2042;sap mm;sr._cauê_borges@hotmail.com;47000;Sr. Cauê Borges;16-02-1991;Masculino;nao;sao paulo;sap mm;sap;;;;;;;pos graduacao completo;intermediario;nenhum;-;gestao de projetos;sap
(19) 99954-2110;gerente de logistica;sra._maya_araújo@gmail.com;47001;Sra. Maya Araújo;0000-00-00;;;sao paulo;gerente de logistica;;;;;;;;;;;-;;
(15) 98978-3799;desenvolvedor frontend;giovanna_costela@hotmail.com;47002;Giovanna Costela;23-01-2001;Masculino;nao;sao paulo;desenvolvedor frontend;desenvolvimento programacao;;;;;;;ensino superior incompleto;avancado;basico;-;;desenvolvimento programacao
(11) 92531-7638;desenvolvedora;emanuel_farias@gmail.com;47003;Emanuel Farias;07-09-2001;Feminino;nao;sao paulo;desenvolvedora;desenvolvimento programacao;;;;;;;ensino superior cursando;intermediario;basico;-;analise e desenvolvimento de sistemas;desenvolvimento programacao
(19) 96860-3213;gerente de logistica;liam_duarte@hotmail.com;47004;Liam Duarte;0000-00-00;;;sao paulo;gerente de logistica;;;;;;;;;;;-;;
(11) 93204-6172;;sra._natália_santos@gmail.com;47005;Sra. Natália Santos;19-11-1990;Masculino;nao;sao paulo;;suporte;;;;;;;ensino superior completo;nenhum;nenhum;Português - Fluente;gestao da tecnologia da informacao;suporte
(21) 95825-2317;desenvolvedor web fullstack;lucas_ribeiro@hotmail.com;47006;Lucas Ribeiro;03-04-1998;Masculino;nao;minas gerais;desenvolvedor web fullstack;desenvolvimento programacao;;;Desenvolvimento Web Full Stack pela Rocketseat;;;;ensino tecnico completo;basico;basico;Português - Fluente;;desenvolvimento programacao
(13) 91140-1977;analista de sistemas;carlos_eduardo_leão@gmail.com;47007;Carlos Eduardo Leão;04-12-1985;Masculino;nao;sao paulo;analista de sistemas;banco dados desenvolvimento programacao governanca infraestrutura processos negocios projetos qualidade testes seguranca informacao sistemas ferramentas suporte;;;;;;;ensino superior completo;intermediario;basico;-;ciencia da computacao;banco dados desenvolvimento programacao governanca infraestrutura processos negocios projetos qualidade testes seguranca informacao sistemas ferramentas suporte
(11) 93925-5149;gerente de logistica;joaquim_pimenta@hotmail.com;47008;Joaquim Pimenta;0000-00-00;;;sao paulo;gerente de logistica;;;;;;;;;;;-;;
(18) 95101-4266;gerente de operacoes logisticas;antonella_vasconcelos@gmail.com;47009;Antonella Vasconcelos;13-01-1983;Masculino;nao;sao paulo;gerente de operacoes logisticas;administrativa;;;;;;;pos graduacao completo;basico;basico;-;logistica;administrativa
(11) 97070-6694;gerente de logistica;gabriela_rios@gmail.com;47010;Gabriela Rios;0000-00-00;;;sao paulo;gerente de logistica;;;;;;;;;;;-;;
(11) 99595-5860;salesforce b2b;larissa_costa@gmail.com;47011;Larissa Costa;0000-00-00;;;sao paulo;salesforce b2b;;;;;;;;;;;-;;
(19) 96519-3209;estoquista junior;olivia_nunes@hotmail.com;47012;Olivia Nunes;0000-00-00;;;sao paulo;estoquista junior;;;;;;;;;;;-;;
(19) 91765-3144;estoquista junior;srta._hellena_siqueira@gmail.com;47013;Srta. Hellena Siqueira;0000-00-00;;;sao paulo;estoquista junior;;;;;;;;;;;-;;
(51) 91555-6541;consultor sap sd;bruna_correia@hotmail.com;47014;Bruna Correia;0000-00-00;;;rio grande do sul;consultor sap sd;;;;;;;;;;;-;;
(11) 95197-3973;desenvolvedor frontend jr;arthur_miguel_aparecida@hotmail.com;47015;Arthur Miguel Aparecida;27-07-2001;Masculino;nao;sao paulo;desenvolvedor frontend jr;desenvolvimento programacao;;;;;;;ensino superior cursando;intermediario;nenhum;-;analise e desenvolvimento de sistemas;desenvolvimento programacao
(19) 99952-2072;encarregada do departamento fiscal;theo_pimenta@hotmail.com;47016;Theo Pimenta;06-05-1998;Feminino;nao;sao paulo;encarregada do departamento fiscal;administrativa;;;;;;;ensino superior completo;basico;nenhum;-;ciencias contabeis;administrativa
(11) 92126-5196;desenvolvedor frontend pleno;dra._ana_vitória_costela@gmail.com;47017;Dra. Ana Vitória Costela;15-07-1997;Masculino;nao;sao paulo;desenvolvedor frontend pleno;desenvolvimento programacao;;;;;;;ensino superior completo;basico;nenhum;-;engenharia de software;desenvolvimento programacao
(17) 95846-3292;engenheiro de dados;sra._helena_rios@hotmail.com;47018;Sra. Helena Rios;0000-00-00;;;sao paulo;engenheiro de dados;;;;;;;;;;;-;;
(54) 98977-6421;sap mm;maria_liz_da_mota@hotmail.com;47019;Maria Liz da Mota;0000-00-00;;;rio grande do sul;sap mm;;;;;;;;;;;-;;
(15) 97062-2380;analista funcional salesforce;pedro_miguel_peixoto@gmail.com;47020;Pedro Miguel Peixoto;0000-00-00;;;sao paulo;analista funcional salesforce;;;;;;;;;;;-;;
(11) 93814-1279;gerente de logistica;manuela_cirino@gmail.com;47021;Manuela Cirino;10-01-1969;Masculino;nao;sao paulo;gerente de logistica;administrativa;;;;;;;pos graduacao completo;fluente;avancado;-;gestao de projetos;administrativa
(54) 96916-9748;analista de logistica;maria_liz_da_mota@gmail.com;47022;Maria Liz da Mota;26-09-2004;Masculino;nao;rio grande do sul;analista de logistica;administrativa;;;;;;;ensino superior cursando;avancado;intermediario;Alemão - Básico;analise e desenvolvimento de sistemas;administrativa
(87) 91796-3087;sap abap;antony_duarte@hotmail.com;47023;Antony Duarte;0000-00-00;;;pernambuco;sap abap;;;;;;;;;;;-;;
(21) 98455-5735;desenvolvedor fullstack;stella_ramos@gmail.com;47024;Stella Ramos;24-02-1999;Masculino;nao;rio de janeiro;desenvolvedor fullstack;desenvolvimento programacao;;;Kenzie Academy brasil, Desenvolvedor Front end, Desenvolvedor Backend, Desenvolvedor FullStack;;;;ensino superior cursando;intermediario;basico;Português - Fluente;analise e desenvolvimento de sistemas;desenvolvimento programacao
(71) 94059-7552;jr;dra._heloísa_pastor@gmail.com;47025;Dra. Heloísa Pastor;27-07-1999;Masculino;nao;bahia;jr;desenvolvimento programacao;;;;;;;ensino superior cursando;fluente;nenhum;-;ciencia da computacao;desenvolvimento programacao
(11) 93002-3402;desenvolvedor front end;bárbara_farias@hotmail.com;47026;Bárbara Farias;23-01-2005;Masculino;nao;sao paulo;desenvolvedor front end;desenvolvimento programacao;;;;;;;ensino superior cursando;avancado;basico;-;gestao da tecnologia da informacao;desenvolvimento programacao
(11) 99242-5028;engenheiro de dados;srta._maria_júlia_da_conceição@gmail.com;47027;Srta. Maria Júlia da Conceição;0000-00-00;;;sao paulo;engenheiro de dados;;;;;;;;;;;-;;
(47) 99093-6426;gerente de logistica;marcos_vinicius_vargas@gmail.com;47028;Marcos Vinicius Vargas;27-10-1972;Masculino;nao;santa catarina;gerente de logistica;administrativa financeira controladoria;;;;;;;pos graduacao completo;basico;basico;-;financascontroladoria;administrativa financeira controladoria
(11) 94323-3684;gerente projetos supply chain;caleb_rodrigues@hotmail.com;47029;Caleb Rodrigues;15-05-1970;Masculino;nao;sao paulo;gerente projetos supply chain;administrativa;;;;;;;pos graduacao completo;intermediario;basico;-;ciencia da computacao;administrativa
(19) 95944-2781;estoquista junior;srta._isabela_castro@gmail.com;47030;Srta. Isabela Castro;0000-00-00;;;sao paulo;estoquista junior;;;;;;;;;;;-;;
(19) 95491-6465;estoquista junior;luana_da_mata@hotmail.com;47031;Luana da Mata;0000-00-00;;;sao paulo;estoquista junior;;;;;;;;;;;-;;
(11) 99978-3711;gestor da cadeia de suprimentos;daniel_da_paz@gmail.com;47032;Daniel da Paz;17-10-1984;Masculino;nao;sao paulo;gestor da cadeia de suprimentos;administrativa;;;;;;;pos graduacao completo;avancado;intermediario;-;gestao de negocios;administrativa
(11 94511-5931;desenvolvedor backend;diogo_barros@hotmail.com;47033;Diogo Barros;0000-00-00;;;sao paulo;desenvolvedor backend;;;;;;;;;;;-;;
(11) 93513-7265;sd senior com abap;dra._liz_rezende@gmail.com;47034;Dra. Liz Rezende;04-05-1958;Masculino;nao;sao paulo;sd senior com abap;sap;;;Delta SAP S/4 HANA - Módulo SD (Vendas e Distribuição) Academia ABAP;;;;ensino superior completo;basico;intermediario;-;matematica computacional;sap
(11) 91808-4324;analista de sistemas mainframe;maria_flor_campos@gmail.com;47035;Maria Flor Campos;25-05-1966;Masculino;nao;sao paulo;analista de sistemas mainframe;desenvolvimento programacao;;;;;;;ensino superior completo;avancado;basico;-;processamento de dados;desenvolvimento programacao
(41) 91560-8455;consultor sap fico;júlia_mendes@gmail.com;47036;Júlia Mendes;22-03-1994;Masculino;nao;parana;consultor sap fico;sap;;;TFIN50 – Academia SAP formação de consultores FI (Finanças) TFIN20 – Academia SAP formação de consultores CO (Controlling);;;;ensino superior completo;basico;intermediario;-;gestao da tecnologia da informacao;sap
(11) 98728-9442;engenheiro civil;sra._larissa_melo@gmail.com;47037;Sra. Larissa Melo;06-02-1986;Masculino;nao;sao paulo;engenheiro civil;projetos;;;;;;;ensino superior completo;basico;basico;-;engenharia industrial;projetos
(15) 97736-3931;analista financeiro fiscal senior;lívia_nunes@gmail.com;47038;Lívia Nunes;0000-00-00;;;sao paulo;analista financeiro fiscal senior;;;;;;;;;;;-;;
(61) 92818-6330;salesforce;dra._carolina_barbosa@hotmail.com;47039;Dra. Carolina Barbosa;0000-00-00;;;distrito federal;salesforce;;;;;;;;;;;-;;
(81) 92463-3576;salesforce;sr._arthur_gabriel_ribeiro@hotmail.com;47040;Sr. Arthur Gabriel Ribeiro;0000-00-00;;;pernambuco;salesforce;;;;;;;;;;;-;;
(85) 98121-6085;salesforce;daniel_vasconcelos@hotmail.com;47041;Daniel Vasconcelos;0000-00-00;;;ceara;salesforce;;;;;;;;;;;-;;
(11) 95576-9692;engenheiro civil;joão_miguel_rocha@hotmail.com;47042;João Miguel Rocha;10-09-1982;Masculino;;sao paulo;engenheiro civil;administrativa comercial relacionamento tecnico projetos;;;;;;;pos graduacao completo;avancado;basico;Português - Fluente;financascontroladoria;administrativa comercial relacionamento tecnico projetos
(19) 97366-9253;consultor sap ps;mateus_aragão@hotmail.com;47043;Mateus Aragão;0000-00-00;;;sao paulo;consultor sap ps;;;;;;;;;;;-;;
(31) 97660-6138;consultor sap sd;isabelly_vieira@gmail.com;47044;Isabelly Vieira;0000-00-00;;;minas gerais;consultor sap sd;;;;;;;;;;;-;;
(47) 94705-3402;salesforce;joão_pedro_almeida@hotmail.com;47045;João Pedro Almeida;0000-00-00;;;santa catarina;salesforce;;;;;;;;;;;-;;
(11) 91259-2436;analista programador mainframe;sara_gomes@gmail.com;47046;Sara Gomes;23-11-1971;Masculino;nao;sao paulo;analista programador mainframe;desenvolvimento mobile;;;;;;;ensino superior completo;basico;nenhum;-;processamento de dados;desenvolvimento mobile
(11) 93622-8963;salesforce;otávio_mendonça@gmail.com;47047;Otávio Mendonça;0000-00-00;;;sao paulo;salesforce;;;;;;;;;;;-;;
(49) 94251-7631;desenvolvedor salesforce;marcos_vinicius_gonçalves@gmail.com;47048;Marcos Vinicius Gonçalves;03-12-1996;Masculino;nao;santa catarina;desenvolvedor salesforce;desenvolvimento programacao;;;Salesforce Associate;;;;ensino superior completo;fluente;intermediario;-;sistemas de informacao;desenvolvimento programacao
(11) 95308-4165;analista de governanca;miguel_da_luz@gmail.com;47049;Miguel da Luz;26-10-1954;Feminino;;sao paulo;analista de governanca;governanca;;;;;;;ensino medio completo;nenhum;nenhum;-;;governanca
(81) 98241-5097;salesforce;mateus_da_mota@hotmail.com;47050;Mateus da Mota;0000-00-00;;;pernambuco;salesforce;;;;;;;;;;;-;;
(11) 98405-1845;ios mobile;caio_cardoso@gmail.com;47051;Caio Cardoso;0000-00-00;;;sao paulo;ios mobile;;;;;;;;;;;-;;
(11) 93587-2875;ios mobile;oliver_correia@gmail.com;47052;Oliver Correia;0000-00-00;;;sao paulo;ios mobile;;;;;;;;;;;-;;
(11) 93564-9466;mobile ios;henrique_leão@hotmail.com;47053;Henrique Leão;0000-00-00;;;sao paulo;mobile ios;;;;;;;;;;;-;;
(11) 97422-7079;cyber security analyst;davi_moura@gmail.com;47054;Davi Moura;11-11-1986;;nao;sao paulo;cyber security analyst;seguranca informacao;;;WatchGuard Network Security NSE-3 - Fortigate AZ-900 SC-900 CheckPoint Sales;;;;ensino superior incompleto;basico;nenhum;-;;seguranca informacao
(38) 97968-8610;desenvolvedor frontend;ana_clara_vasconcelos@hotmail.com;47055;Ana Clara Vasconcelos;17-05-2005;Masculino;nao;sao paulo;desenvolvedor frontend;desenvolvimento programacao;;;;;;;ensino superior cursando;fluente;nenhum;-;sistemas de informacao;desenvolvimento programacao
(38) 92504-3714;salesforce;maitê_barros@gmail.com;47056;Maitê Barros;0000-00-00;;;minas gerais;salesforce;;;;;;;;;;;-;;
(11) 92388-9912;consultor sap sd jr;alexia_fernandes@gmail.com;47057;Alexia Fernandes;26-05-2002;Masculino;nao;sao paulo;consultor sap sd jr;sap;;;;;;;ensino superior cursando;intermediario;basico;-;ciencias contabeis;sap
(51) 98057-6285;android;amanda_nunes@gmail.com;47058;Amanda Nunes;0000-00-00;;;sao paulo;android;;;;;;;;;;;-;;
(11) 93671-8739;sap mm;isabelly_moreira@hotmail.com;47059;Isabelly Moreira;0000-00-00;;;sao paulo;sap mm;;;;;;;;;;;-;;
(51) 98079-9232;salesforce;sr._diogo_siqueira@gmail.com;47060;Sr. Diogo Siqueira;0000-00-00;;;santa catarina;salesforce;;;;;;;;;;;-;;
(11) 95855-3043;desenvolvedor web;maya_aparecida@hotmail.com;47061;Maya Aparecida;21-04-2004;Masculino;nao;sao paulo;desenvolvedor web;desenvolvimento design desenvolvimento mobile desenvolvimento programacao;;;;;;;ensino superior cursando;intermediario;basico;-;engenharia de software;desenvolvimento design desenvolvimento mobile desenvolvimento programacao
(11) 99481-7665;salesforce;ana_beatriz_andrade@hotmail.com;47062;Ana Beatriz Andrade;0000-00-00;;;sao paulo;salesforce;;;;;;;;;;;-;;
(11) 95475-1296;salesforce;bryan_da_luz@gmail.com;47063;Bryan da Luz;0000-00-00;;;sao paulo;salesforce;;;;;;;;;;;-;;
(81) 95477-1925;desenvolvedora salesforce;mathias_da_cruz@hotmail.com;47064;Mathias da Cruz;0000-00-00;;;parana;desenvolvedora salesforce;;;;;;;;;;;-;;
(11 93368-4541;sap co;sr._marcelo_garcia@gmail.com;47065;Sr. Marcelo Garcia;0000-00-00;;;sao paulo;sap co;;;;;;;;;;;-;;
(31) 92198-6315;salesforce;vinícius_silva@gmail.com;47066;Vinícius Silva;0000-00-00;;;sao paulo;salesforce;;;;;;;;;;;-;;
(19) 99178-9616;salesforce;olivia_fogaça@hotmail.com;47067;Olivia Fogaça;0000-00-00;;;santa catarina;salesforce;;;;;;;;;;;-;;
(34) 94077-8652;salesforce;dr._murilo_gomes@gmail.com;47068;Dr. Murilo Gomes;0000-00-00;;;minas gerais;salesforce;;;;;;;;;;;-;;
(11) 93963-6025;salesforce;sra._olívia_porto@gmail.com;47069;Sra. Olívia Porto;0000-00-00;;;sao paulo;salesforce;;;;;;;;;;;-;;
(35) 92037-4494;desenvolvedor salesforce;murilo_camargo@gmail.com;47070;Murilo Camargo;0000-00-00;;;sao paulo;desenvolvedor salesforce;;;;;;;;;;;-;;
(11) 92991-1310;desenvolvedor fullstack pleno;dr._joão_felipe_lima@gmail.com;47071;Dr. João Felipe Lima;20-05-1997;Masculino;nao;sao paulo;desenvolvedor fullstack pleno;desenvolvimento programacao;;;;;;;pos graduacao cursando;intermediario;nenhum;Português - Fluente;engenharia de software;desenvolvimento programacao
(12) 91959-5103;consultor tecnico mastersaf plsql s;ana_laura_araújo@hotmail.com;47072;Ana Laura Araújo;16-04-1973;Masculino;;sao paulo;consultor tecnico mastersaf plsql s;banco dados desenvolvimento programacao projetos sistemas ferramentas;;;;;;;ensino superior completo;avancado;intermediario;-;ciencia da computacao;banco dados desenvolvimento programacao projetos sistemas ferramentas
(11) 98740-1867;enfermeiro;rael_oliveira@hotmail.com;47073;Rael Oliveira;15-09-1980;Feminino;nao;sao paulo;enfermeiro;administrativa;;;;;;;pos graduacao completo;basico;basico;-;;administrativa
(31) 97340-4464;consultor sap fi;dr._josé_miguel_da_cruz@hotmail.com;47074;Dr. José Miguel da Cruz;0000-00-00;;;minas gerais;consultor sap fi;;;;;;;;;;;-;;
(31) 99316-4710;salesforce;diogo_sousa@hotmail.com;47075;Diogo Sousa;0000-00-00;;;minas gerais;salesforce;;;;;;;;;;;-;;
(51) 97924-9772;android;breno_cirino@gmail.com;47076;Breno Cirino;0000-00-00;;;rio grande do sul;android;;;;;;;;;;;-;;
(15) 94392-1757;salesforce developer;ana_sophia_da_costa@gmail.com;47077;Ana Sophia da Costa;0000-00-00;;;sao paulo;salesforce developer;;;;;;;;;;;-;;
